title,url,status,timing
"Региональные займы Фонда развития промышленности Республики Марий Эл по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12446899,Активная,"Конкурсное событие, На регулярной основе"
"Займы НО ""КРФРП"" по региональной программе ""Беспилотные системы""",https://gisp.gov.ru/nmp/measure/12448530,Активная,"Конкурсное событие, На регулярной основе"
"Займы НО ""КРФРП"" по региональной программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12447330,Активная,"Конкурсное событие, На регулярной основе"
"Займы НО ""КРФРП"" по региональной программе ""Повышение производительности труда"" (региональное финансирование)",https://gisp.gov.ru/nmp/measure/12448531,Активная,"Конкурсное событие, На регулярной основе"
"Заем по региональной программе ""Модернизация и развитие""",https://gisp.gov.ru/nmp/measure/12447612,Активная,"Конкурсное событие, На регулярной основе"
"Заем по региональной программе ""Оборот""",https://gisp.gov.ru/nmp/measure/12447835,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447282,Активная,"Конкурсное событие, На регулярной основе"
Поручительства субъектам малого и среднего предпринимательства,https://gisp.gov.ru/nmp/measure/12446967,Активная,"Конкурсное событие, На регулярной основе"
Микрозаймы для бизнеса,https://gisp.gov.ru/nmp/measure/12446965,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП и РФРП Республики Хакасия по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12447993,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Республики Хакасия по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/12447994,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Республике Хакасия по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447995,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Республики Хакасии по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447996,Активная,"Конкурсное событие, На регулярной основе"
Микрофинансирование МКК СОФПП,https://gisp.gov.ru/nmp/measure/9038686,Активная,"Конкурсное событие, На регулярной основе"
"Региональные займы для промышленности от МКК СОФПП. Программа ""Займы на оборудование""",https://gisp.gov.ru/nmp/measure/10746019,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Комплектующие изделия",https://gisp.gov.ru/nmp/measure/12447946,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12447944,Активная,"Конкурсное событие, На регулярной основе"
"Заемное финансирование по региональной программе ""Производительность труда""",https://gisp.gov.ru/nmp/measure/12447942,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447945,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447948,Активная,"Конкурсное событие, На регулярной основе"
"Предоставление микрозаймов субъектам малого и среднего предпринимательства, а также самозанятым",https://gisp.gov.ru/nmp/measure/12447054,Активная,"Конкурсное событие, На регулярной основе"
Предоставление поручительств предприятиям Кемеровской области - Кузбасса по кредитам / займам,https://gisp.gov.ru/nmp/measure/9050601,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП Карачаево-Черкесской Республики с ФРП РФ по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12447894,Активная,"Конкурсное событие, На регулярной основе"
"Льготное заемное финансрования ФРП Карачаево-Черкесской Республики по программе ""Оборотный капитал""",https://gisp.gov.ru/nmp/measure/12448535,Активная,"Конкурсное событие, На регулярной основе"
Маркировка товаров (областное финансирование),https://gisp.gov.ru/nmp/measure/10666863,Активная,"Конкурсное событие, На регулярной основе"
Борьба с инфекционными заболеваниями (областное финансирование),https://gisp.gov.ru/nmp/measure/11474936,Активная,"Конкурсное событие, На регулярной основе"
"Заем НО ""ФРП КО"" ""Промышленное развитие региона""",https://gisp.gov.ru/nmp/measure/12448431,Активная,"Конкурсное событие, На регулярной основе"
Программа «Целевой займ» Агентства ЯНАО «Мой бизнес»,https://gisp.gov.ru/nmp/measure/12447881,Активная,"Конкурсное событие, На регулярной основе"
Программа «Финансовая аренда (лизинг)» Агентства ЯНАО «Мой бизнес»,https://gisp.gov.ru/nmp/measure/12447882,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП и Государственного фонда развития промышленности Курской области по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/10813325,Активная,"Конкурсное событие, На регулярной основе"
"Совместное заемное финансирование ФРП и Государственного фонда развития промышленности Курской области проектов предприятий по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447211,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы Фонда развития промышленности с Государственным фондом развития промышленности Курской области по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447210,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Вологодской области по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/8774268,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Вологодской области по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/9037189,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447232,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447233,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Еврейской АО по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12448020,Активная,"Конкурсное событие, На регулярной основе"
"Заёмное софинансирование ФРП совместно с РФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/8785032,Активная,"Конкурсное событие, На регулярной основе"
"Заёмное софинансирование ФРП совместно с РФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/9036967,Активная,"Конкурсное событие, На регулярной основе"
"Заёмное софинансирование ФРП совместно РФРП по программе ""Производительность труда""",https://gisp.gov.ru/nmp/measure/12315151,Активная,"Конкурсное событие, На регулярной основе"
"Заемное софинансирование ФРП совместно с РФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447026,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/10251633,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/10251360,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12446614,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447241,Активная,"Конкурсное событие, На регулярной основе"
"Заемное финансирование проектов по программе Фонда Развития Промышленности Псковской области и ФГАУ «Российский фонд технологического развития» (Фонд развития промышленности) ""Проекты развития""",https://gisp.gov.ru/nmp/measure/8801737,Активная,"Конкурсное событие, На регулярной основе"
Предоставление льготного финансирования совместно с Федеральным государственным автономным учреждением «Российский фонд технологического развития» (Фонд развития промышленности) по программе...,https://gisp.gov.ru/nmp/measure/12446631,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447487,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447488,Активная,"Конкурсное событие, На регулярной основе"
"Займы РФРП совместно с ФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12448336,Активная,"Конкурсное событие, На регулярной основе"
"Совместный займ РФРП Республики Калмыкия с ФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447364,Активная,"Конкурсное событие, На регулярной основе"
"Совместный займ РФРП Республики Калмыкия с ФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12447361,Активная,"Конкурсное событие, На регулярной основе"
"Совместный займ РФРП Республики Калмыкия с ФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/12447363,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты развития"" (Республика Бурятия)",https://gisp.gov.ru/nmp/measure/12446624,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/12446625,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12446623,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447011,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Республики Алтай по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12447624,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Республики Алтай по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/12447626,Активная,"Конкурсное событие, На регулярной основе"
Предоставление микрозаймов для субъектов МСП и самозанятых граждан,https://gisp.gov.ru/nmp/measure/9032305,Активная,"Конкурсное событие, На регулярной основе"
Консультирование и обучение по вопросам организации и развития бизнеса на базе Центр поддержки предпринимательства Белгородской области,https://gisp.gov.ru/nmp/measure/9032668,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Чувашской Республики по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/10748667,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/10748988,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с Фондом развития промышленности Республики Марий Эл по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447414,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447424,Активная,"Конкурсное событие, На регулярной основе"
"Совместный заем Фонда развития промышленности Севастополя с ФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447077,Активная,"Конкурсное событие, На регулярной основе"
"Совместный заем Фонда развития промышленности Севастополя с ФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447008,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12448347,Активная,"Конкурсное событие, На регулярной основе"
Проекты развития с ФРП РМ,https://gisp.gov.ru/nmp/measure/9044645,Активная,"Конкурсное событие, На регулярной основе"
Повышение конкурентоспособности промышленности Республики Мордовия,https://gisp.gov.ru/nmp/measure/12447768,Активная,"Конкурсное событие, На регулярной основе"
Заем ФРП РМ в рамках реализации ПСЭР РМ,https://gisp.gov.ru/nmp/measure/12448131,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРП Республики Мордовия с ФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/9044482,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12448483,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Тульской области по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/9035467,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Тульской области по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/9035492,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Тульской области по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12446721,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Тульской области по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447049,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРП Республики Мордовия с ФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/9044566,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРП Республики Коми совместно с ФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/10831459,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРП РК с ФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/10831514,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРП Республики Коми с ФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447198,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРППК с ФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/10241924,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРППК с ФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/10242065,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРППК с ФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447362,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы РФРППК с ФРП по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447230,Активная,"Конкурсное событие, На регулярной основе"
Займы РФРП по программе «ПРИОРИТЕТ»,https://gisp.gov.ru/nmp/measure/12448033,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/10256762,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12446573,Активная,"Конкурсное событие, На регулярной основе"
"Совместные льготные займы ФРП с РФРП Орловской области по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447454,Активная,"Конкурсное событие, На регулярной основе"
Субсидии субъектам МСП Тюменской области на создание и проведение испытаний опытного образца технологической инновации,https://gisp.gov.ru/nmp/measure/8115439,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП РФ и РФРП Московской области по программе ""Производительность труда""",https://gisp.gov.ru/nmp/measure/12316876,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП РФ и РФРП Московской области по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447046,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы Фонда развития промышленности с Государственным фондом развития промышленности Курской области по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/10799961,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/12447280,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12447281,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12447284,Активная,"Конкурсное событие, На регулярной основе"
"Льготное заемное финансирование ФРП НСО по программе  ""Комплектующие изделия (областное финансирование)""",https://gisp.gov.ru/nmp/measure/12446655,Активная,"Конкурсное событие, На регулярной основе"
"Льготное заемное финансирование ФРП НСО по программе ""Реверс-инжиниринг (областное финансирование)""",https://gisp.gov.ru/nmp/measure/12448272,Активная,"Конкурсное событие, На регулярной основе"
"Заемное финансирование по региональной программе ""Инвестиционные проекты""",https://gisp.gov.ru/nmp/measure/12447941,Активная,"Конкурсное событие, На регулярной основе"
"Привлечение и сопровождение инвестиционных проектов, оказание информационно-консультационной поддержки",https://gisp.gov.ru/nmp/measure/10407895,Активная,"Конкурсное событие, На регулярной основе"
"Программа Фонда развития промышленности Липецкой области ""Оборотный капитал""",https://gisp.gov.ru/nmp/measure/10410144,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12448249,Активная,"Конкурсное событие, На регулярной основе"
"Заем НО ""ФРП КО"" ""Развитие предприятий ОПК""",https://gisp.gov.ru/nmp/measure/12448556,Активная,"Конкурсное событие, На регулярной основе"
Займы на  реализацию проектов в отраслях лесной промышленности и направленных на технологическое перевооружение и модернизацию производства путем приобретения технологического оборудования по...,https://gisp.gov.ru/nmp/measure/12447918,Активная,"Конкурсное событие, На регулярной основе"
Займы на на выполнение научно-исследовательских и опытно-конструкторских работ,https://gisp.gov.ru/nmp/measure/12447492,Активная,"Конкурсное событие, На регулярной основе"
Программа на производство и реализацию пилотных партий продукции,https://gisp.gov.ru/nmp/measure/12447747,Активная,"Конкурсное событие, На регулярной основе"
Программа на корректировку технологической документации,https://gisp.gov.ru/nmp/measure/12447748,Активная,"Конкурсное событие, На регулярной основе"
Займы на реализацию проектов в сфере развития промышленности по программе «Обновление»,https://gisp.gov.ru/nmp/measure/12447750,Активная,"Конкурсное событие, На регулярной основе"
"Займы на реализацию проектов в сфере развития промышленности по программе ""Промышленность""",https://gisp.gov.ru/nmp/measure/10749318,Активная,"Конкурсное событие, На регулярной основе"
Займы для организаций с государственным участием Чувашской республики,https://gisp.gov.ru/nmp/measure/12447915,Активная,"Конкурсное событие, На регулярной основе"
Предоставление земельных участков в аренду без проведения торгов,https://gisp.gov.ru/nmp/measure/8146130,Активная,"Конкурсное событие, На регулярной основе"
Финансовая поддержка в форме поручительств,https://gisp.gov.ru/nmp/measure/9560905,Активная,"Конкурсное событие, На регулярной основе"
"Сопровождение инвестиционных проектов по принципу ""одного окна""",https://gisp.gov.ru/nmp/measure/8146225,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП и РФРП Волгоградской области по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/9035475,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Волгоградской области по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12446546,Активная,"Конкурсное событие, На регулярной основе"
"Финансирование проектов Фондом развития промышленности Волгоградской области по программе ""Электронная коммерция""",https://gisp.gov.ru/nmp/measure/12446811,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП и РФРП Волгоградской области по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447188,Активная,"Конкурсное событие, На регулярной основе"
"Финансирование проектов Фондом развития промышленности Волгоградской области по программе ""Деревообработка""",https://gisp.gov.ru/nmp/measure/12448002,Активная,"Конкурсное событие, На регулярной основе"
"Финансирование проектов Фондом развития промышленности Волгоградской области по программе ""Ускоренное импортозамещение""",https://gisp.gov.ru/nmp/measure/12448083,Активная,"Конкурсное событие, На регулярной основе"
"Программа Фонда развития промышленности Астраханской области ""Проекты развития""",https://gisp.gov.ru/nmp/measure/10140256,Активная,"Бюджет на 2024 г., 80 млн ₽, Конкурсное событие, На регулярной основе"
"Программа Фонда развития промышленности Астраханской области ""Бизнес Оборот""",https://gisp.gov.ru/nmp/measure/10140442,Активная,"Бюджет на 2024 г., 80 млн ₽, Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Красноярского края по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12448226,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Красноярского края по программе ""Повышение производительности труда""",https://gisp.gov.ru/nmp/measure/12448227,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Красноярского края по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/12448222,Активная,"Конкурсное событие, На регулярной основе"
"Программа ФРП Красноярского края ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12448191,Активная,"Конкурсное событие, На регулярной основе"
"Программа ФРП Красноярского края ""Лесопереработка""",https://gisp.gov.ru/nmp/measure/12448196,Активная,"Конкурсное событие, На регулярной основе"
"Программа ФРП Красноярского края ""Производительность""",https://gisp.gov.ru/nmp/measure/12448195,Активная,"Конкурсное событие, На регулярной основе"
"Программа ФРП Красноярского края ""Комплектующие""",https://gisp.gov.ru/nmp/measure/12448193,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП Красноярского края по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/12448223,Активная,"Конкурсное событие, На регулярной основе"
"Программа ФРП Красноярского края ""Промышленная ипотека""",https://gisp.gov.ru/nmp/measure/12448512,Активная,"Конкурсное событие, На регулярной основе"
"Программа Фонда развития промышленности Астраханской области ""Лизинговые проекты""",https://gisp.gov.ru/nmp/measure/10315548,Активная,"Бюджет на 2024 г., 80 млн ₽, Конкурсное событие, На регулярной основе"
"Программа Фонда развития промышленности Астраханской области ""Развитие кластеров""",https://gisp.gov.ru/nmp/measure/12447155,Активная,"Бюджет на 2024 г., 80 млн ₽, Конкурсное событие, На регулярной основе"
"Программа Фонда развития промышленности Астраханской области ""Стратегические проекты развития""",https://gisp.gov.ru/nmp/measure/12448173,Активная,"Бюджет на 2024 г., 80 млн ₽, Конкурсное событие, На регулярной основе"
Установление пониженной налоговой ставки налога на прибыль организаций,https://gisp.gov.ru/nmp/measure/8799354,Активная,"Конкурсное событие, На регулярной основе"
Регулирование отдельных вопросов реализации региональных инвестиционных проектов во Владимирской области,https://gisp.gov.ru/nmp/measure/8799352,Активная,"Конкурсное событие, На регулярной основе"
"Совместное льготное заёмное финансирование  ФРП РФ и РФРП Тверской области по программе ""Проекты развития""",https://gisp.gov.ru/nmp/measure/9553198,Активная,"Конкурсное событие, На регулярной основе"
"Совместные займы ФРП с РФРП по программе ""Комплектующие изделия""",https://gisp.gov.ru/nmp/measure/10262236,Активная,"Конкурсное событие, На регулярной основе"
"Льготное заёмное финансирование  РФРП Тверской области по программе ""Лизинговые проекты""",https://gisp.gov.ru/nmp/measure/10783922,Активная,"Конкурсное событие, На регулярной основе"
"""Промышленная ипотека"" льготное заемное финансирование",https://gisp.gov.ru/nmp/measure/12446698,Активная,"Конкурсное событие, На регулярной основе"
"""Оборотный капитал"" льготное заемное финансирование",https://gisp.gov.ru/nmp/measure/12446697,Активная,"Конкурсное событие, На регулярной основе"
"""Импортозамещение"" льготное заёмное финансирование",https://gisp.gov.ru/nmp/measure/12447733,Активная,"Конкурсное событие, На регулярной основе"
"""Проекты лесопереработки"" льготное заемное финансирование",https://gisp.gov.ru/nmp/measure/12447432,Активная,"Конкурсное событие, На регулярной основе"
"Совместное льготное заёмное финансирование ФРП РФ и РФРП Тверской области по программе ""Проекты лесной промышленности""",https://gisp.gov.ru/nmp/measure/12447431,Активная,"Конкурсное событие, На регулярной основе"
"""Проекты обрабатывающей промышленности"" льготное заёмное финансирование",https://gisp.gov.ru/nmp/measure/12446695,Активная,"Конкурсное событие, На регулярной основе"
Установление льготного размера арендной платы за используемые в целях осуществления инвестиционной деятельности земельные участки.,https://gisp.gov.ru/nmp/measure/8862324,Активная,"Конкурсное событие, На регулярной основе"
Информационная и консультационная поддержка по вопросам экспортной деятельности,https://gisp.gov.ru/nmp/measure/12446809,Активная,"Конкурсное событие, На регулярной основе"
Предоставление микрозаймов субъектам малого и среднего предпринимательства Волгоградской области,https://gisp.gov.ru/nmp/measure/12446806,Активная,"Конкурсное событие, На регулярной основе"
Обеспечение доступа субъектам МСП к финансовым ресурсам,https://gisp.gov.ru/nmp/measure/8863841,Активная,"Конкурсное событие, На регулярной основе"
Обеспечение доступа субъектов малого и среднего предпринимательства и организаций к кредитным ресурсам,https://gisp.gov.ru/nmp/measure/8863787,Активная,"Конкурсное событие, На регулярной основе"
"Предоставление пониженной ставки по налогу на прибыль организаций, инвесторам, реализующим инвестиционные проекты в Волгоградской области (до 13,5%).",https://gisp.gov.ru/nmp/measure/8848556,Активная,"Конкурсное событие, На регулярной основе"
Предоставление поручительств субъектам МСП и самозанятым гражданам,https://gisp.gov.ru/nmp/measure/10725371,Активная,"Конкурсное событие, На регулярной основе"
"Государственная поддержка  организаций - участников региональных инвестиционных проектов, в части предоставления пониженной ставки по налогу на прибыль организаций, зачисляемой в бюджет...",https://gisp.gov.ru/nmp/measure/8848870,Активная,"Конкурсное событие, На регулярной основе"
Предоставление поручительства субъектам малого и среднего предпринимательства Гарантийного фонда Краснодарского края,https://gisp.gov.ru/nmp/measure/10761848,Активная,"Конкурсное событие, На регулярной основе"
